Batch_Idx,Avg_Reward,Loss_Job,Loss_Mch,Val_Makespan,Time
130,-357.0383,0.2494,-0.0229,0.0000,13.52
131,-371.8322,0.2698,-0.0171,0.0000,11.86
132,-389.2590,0.4033,-0.0303,0.0000,12.37
133,-357.7392,0.2728,-0.0266,0.0000,12.70
134,-378.9659,0.4418,0.0180,0.0000,12.82
135,-375.4995,0.2928,-0.0332,0.0000,12.39
136,-358.1720,0.2589,-0.0272,0.0000,12.74
137,-354.7095,0.2832,-0.0452,0.0000,12.69
138,-352.6223,0.2933,-0.0252,0.0000,12.67
139,-376.0942,0.3110,-0.0294,507.7979,12.82
140,-370.8098,0.2233,-0.0288,0.0000,53.38
141,-379.2708,0.4141,-0.0514,0.0000,12.17
142,-365.6443,0.2330,-0.0426,0.0000,12.98
143,-386.4189,0.2319,-0.0367,0.0000,11.96
144,-354.2820,0.2874,-0.0474,0.0000,12.04
145,-349.4499,0.4098,-0.0326,0.0000,11.78
146,-360.1207,0.3793,-0.0384,0.0000,11.98
147,-366.6203,0.3145,-0.0295,0.0000,12.20
148,-341.8230,0.1950,0.0127,0.0000,11.95
159,-356.5907,0.3353,-0.0341,528.7380,11.92
160,-341.8293,0.3369,-0.0474,0.0000,53.26
161,-374.4992,0.2760,-0.0473,0.0000,11.53
162,-361.1417,0.3439,-0.0505,0.0000,12.51
163,-354.8698,0.3185,-0.0473,0.0000,12.76
164,-359.3630,0.3495,-0.0342,0.0000,12.81
165,-362.9200,0.3771,-0.0283,0.0000,12.50
166,-364.6858,0.2707,-0.0363,0.0000,12.75
167,-358.8244,0.3022,0.0018,0.0000,12.87
168,-365.3790,0.3525,-0.0354,0.0000,12.42
169,-364.4576,0.3275,-0.0315,0.0000,12.92
170,-372.6542,0.3121,-0.0313,0.0000,13.59
171,-370.1008,0.4340,-0.0105,0.0000,11.60
172,-362.8049,0.3497,-0.0349,0.0000,12.61
173,-357.5909,0.3603,-0.0301,0.0000,12.56
174,-361.8755,0.3246,-0.0323,0.0000,12.39
175,-360.2055,0.2588,-0.0360,0.0000,12.52
176,-363.3303,0.2569,-0.0246,0.0000,12.55
177,-349.7736,0.3950,-0.0410,0.0000,12.51
178,-370.1338,0.2234,-0.0550,0.0000,12.90
179,-365.7400,0.3136,-0.0371,619.6440,12.54
180,-337.7553,0.2913,-0.0331,0.0000,54.88
181,-341.6322,0.2537,-0.0279,0.0000,11.76
182,-357.9611,0.3552,-0.0360,0.0000,12.42
183,-356.4373,0.3235,-0.0370,0.0000,12.70
184,-379.1664,0.2764,-0.0141,0.0000,12.47
185,-367.9353,0.2949,-0.0217,0.0000,12.34
186,-345.7970,0.2258,-0.0200,0.0000,12.53
187,-338.6689,0.3780,-0.0318,0.0000,12.40
188,-369.4836,0.3477,-0.0163,0.0000,12.81
189,-364.1371,0.3620,-0.0328,0.0000,12.69
190,-370.7622,0.4043,-0.0368,0.0000,12.93
191,-369.2275,0.3246,-0.0462,0.0000,11.59
192,-355.9914,0.2774,-0.0456,0.0000,12.43
193,-353.0652,0.2593,-0.0470,0.0000,12.16
194,-341.1935,0.2374,-0.0383,0.0000,12.55
195,-348.1687,0.3426,-0.0263,0.0000,12.77
196,-383.4827,0.3238,-0.0440,0.0000,12.39
197,-356.4696,0.3176,-0.0376,0.0000,12.88
198,-367.2372,0.2209,-0.0440,0.0000,12.60
199,-349.5045,0.3228,-0.0280,509.2935,12.26
200,-350.5163,0.2568,-0.0339,0.0000,53.30
201,-352.7747,0.2141,-0.0297,0.0000,11.37
202,-359.5729,0.3799,-0.0332,0.0000,12.39
203,-349.2585,0.3523,-0.0369,0.0000,12.87
204,-347.2435,0.2506,-0.0328,0.0000,11.34
205,-355.0512,0.2064,-0.0485,0.0000,12.88
206,-369.4725,0.2905,-0.0455,0.0000,12.83
207,-354.9798,0.2800,-0.0282,0.0000,11.93
208,-361.5922,0.3323,-0.0433,0.0000,12.10
209,-366.5137,0.2377,-0.0170,0.0000,11.98
210,-355.4751,0.2924,-0.0435,0.0000,12.71
211,-356.6719,0.2322,-0.0208,0.0000,11.36
212,-350.1953,0.2972,-0.0296,0.0000,11.83
213,-366.3987,0.1983,-0.0226,0.0000,12.04
214,-359.8570,0.2770,-0.0164,0.0000,12.09
215,-357.7501,0.1979,-0.0200,0.0000,11.89
216,-359.3644,0.3610,-0.0395,0.0000,11.96
217,-348.7670,0.2823,-0.0437,0.0000,12.02
218,-358.9692,0.2883,-0.0096,0.0000,11.92
219,-360.6873,0.3256,-0.0392,452.1928,12.49
220,-355.3093,0.2568,-0.0327,0.0000,52.93
221,-350.9222,0.2740,-0.0453,0.0000,10.83
222,-360.3914,0.3503,-0.0295,0.0000,12.13
223,-382.2020,0.2997,-0.0247,0.0000,11.89
224,-359.2563,0.2621,-0.0384,0.0000,11.71
225,-358.8398,0.1194,-0.0409,0.0000,12.12
226,-362.0360,0.4319,-0.0061,0.0000,12.18
227,-371.7263,0.4005,-0.0459,0.0000,11.82
228,-384.1366,0.2392,-0.0211,0.0000,12.27
229,-362.9287,0.3611,-0.0318,0.0000,12.08
230,-352.6035,0.3866,-0.0316,0.0000,13.06
231,-357.1077,0.3200,-0.0053,0.0000,11.11
232,-353.1797,0.3383,-0.0308,0.0000,11.89
233,-344.4720,0.2702,-0.0538,0.0000,11.70
234,-368.9890,0.1939,-0.0352,0.0000,11.93
235,-347.7167,0.2475,-0.0514,0.0000,12.06
236,-375.8772,0.2635,-0.0336,0.0000,11.64
237,-353.7482,0.4281,-0.0454,0.0000,11.91
238,-344.7762,0.3592,0.0398,0.0000,11.68
239,-353.8792,0.3879,0.0099,406.9331,12.54
240,-365.2793,0.2116,-0.0426,0.0000,51.86
241,-350.8477,0.2478,-0.0438,0.0000,11.21
242,-356.7607,0.2601,-0.0402,0.0000,12.06
243,-360.4441,0.2967,-0.0518,0.0000,11.92
244,-378.4439,0.4435,-0.0339,0.0000,11.86
245,-367.7197,0.3486,-0.0471,0.0000,12.58
246,-340.7116,0.2856,-0.0454,0.0000,12.03
247,-361.4372,0.2716,-0.0436,0.0000,11.86
248,-369.2768,0.2313,-0.0430,0.0000,12.12
249,-353.4206,0.4331,-0.0442,0.0000,11.99
250,-364.5157,0.2015,-0.0280,0.0000,12.91
251,-379.9680,0.2474,-0.0476,0.0000,11.32
252,-351.0758,0.2233,-0.0500,0.0000,11.88
253,-352.3181,0.3528,-0.0435,0.0000,11.61
254,-370.0699,0.2988,-0.0381,0.0000,12.11
255,-387.1500,0.3381,-0.0295,0.0000,11.66
256,-368.0536,0.3450,-0.0468,0.0000,12.09
257,-356.4493,0.2920,-0.0441,0.0000,12.05
258,-359.5379,0.2788,-0.0093,0.0000,11.83
259,-346.6328,0.3326,-0.0148,407.6662,12.33
260,-341.3683,0.3352,-0.0175,0.0000,51.09
261,-381.9947,0.2629,-0.0404,0.0000,11.04
262,-357.5097,0.3551,-0.0361,0.0000,12.08
263,-345.7146,0.3214,-0.0459,0.0000,11.93
264,-373.0021,0.2819,-0.0430,0.0000,11.70
265,-352.7912,0.2910,-0.0263,0.0000,11.89
266,-342.7684,0.2071,-0.0196,0.0000,11.93
267,-357.8165,0.2161,-0.0138,0.0000,12.46
268,-362.5808,0.2779,-0.0050,0.0000,12.31
269,-361.3609,0.2165,-0.0424,0.0000,12.05
270,-348.9707,0.2297,-0.0140,0.0000,12.48
271,-359.0113,0.2874,-0.0313,0.0000,11.10
272,-357.0586,0.2486,-0.0438,0.0000,11.70
273,-348.0456,0.2236,-0.0349,0.0000,11.75
274,-336.2763,0.2758,-0.0312,0.0000,12.14
275,-352.1750,0.2554,-0.0491,0.0000,11.77
276,-367.6907,0.3432,-0.0051,0.0000,12.61
277,-359.4164,0.2932,-0.0348,0.0000,13.07
278,-344.3909,0.3827,-0.0193,0.0000,11.94
279,-376.5131,0.2683,-0.0244,526.9460,12.42
280,-360.7670,0.4928,-0.0210,0.0000,51.94
281,-364.0486,0.2996,-0.0314,0.0000,11.25
282,-364.4995,0.2151,-0.0363,0.0000,11.98
283,-373.8636,0.3610,-0.0360,0.0000,11.82
284,-373.8368,0.2256,-0.0420,0.0000,12.36
285,-358.7157,0.2903,-0.0534,0.0000,11.99
286,-378.4239,0.3060,-0.0371,0.0000,11.78
287,-358.6357,0.2523,-0.0237,0.0000,11.70
288,-362.8184,0.2331,-0.0239,0.0000,11.89
289,-364.5759,0.3021,0.0339,0.0000,11.83
290,-380.1797,0.3023,-0.0253,0.0000,12.56
291,-390.6607,0.3341,-0.0238,0.0000,11.18
292,-350.1559,0.2465,-0.0154,0.0000,11.81
293,-361.5755,0.3220,-0.0443,0.0000,12.12
294,-371.0049,0.3133,0.0055,0.0000,11.92
295,-365.3000,0.2853,-0.0409,0.0000,11.70
296,-355.2715,0.2608,-0.0438,0.0000,11.86
297,-364.6996,0.2921,-0.0411,0.0000,11.95
298,-357.1974,0.1924,-0.0010,0.0000,12.05
299,-341.2613,0.1629,-0.0594,496.7133,12.93
300,-359.1647,0.2984,-0.0480,0.0000,53.91
301,-350.8975,0.2087,-0.0356,0.0000,11.24
302,-368.0085,0.2357,-0.0406,0.0000,12.07
303,-368.5529,0.2343,-0.0257,0.0000,11.84
304,-366.2845,0.2555,-0.0263,0.0000,11.98
305,-368.0323,0.2176,-0.0226,0.0000,12.06
306,-379.0983,0.3375,-0.0015,0.0000,11.84
307,-364.7786,0.2689,-0.0062,0.0000,12.74
308,-386.1809,0.3413,-0.0509,0.0000,12.52
309,-373.5717,0.2230,-0.0203,0.0000,12.54
310,-368.5097,0.3404,-0.0422,0.0000,12.90
311,-351.5902,0.2578,-0.0342,0.0000,11.41
312,-389.9675,0.2564,-0.0412,0.0000,12.09
313,-360.1750,0.2428,-0.0345,0.0000,12.41
314,-373.3517,0.3132,-0.0181,0.0000,11.98
315,-370.7835,0.1666,-0.0612,0.0000,11.90
316,-386.6650,0.2647,-0.0299,0.0000,11.90
317,-356.1433,0.1770,-0.0279,0.0000,11.79
318,-368.7802,0.2648,-0.0337,0.0000,12.11
319,-383.3937,0.2472,0.0072,551.3447,12.14
320,-373.0864,0.2776,-0.0428,0.0000,52.07
321,-349.5935,0.2723,-0.0406,0.0000,11.12
322,-353.4817,0.3506,-0.0312,0.0000,12.18
323,-353.0125,0.1981,-0.0503,0.0000,11.66
324,-378.8461,0.1976,-0.0268,0.0000,12.00
325,-355.3072,0.2134,-0.0275,0.0000,12.11
326,-346.9400,0.1998,-0.0429,0.0000,12.47
327,-375.1802,0.2657,-0.0545,0.0000,12.39
328,-362.6433,0.2783,0.0390,0.0000,11.82
329,-366.9389,0.2987,-0.0464,0.0000,12.43
330,-357.0287,0.2519,-0.0235,0.0000,13.78
331,-358.4105,0.3728,-0.0356,0.0000,11.01
332,-364.9517,0.3701,-0.0207,0.0000,11.86
333,-373.6631,0.2714,0.0307,0.0000,11.90
334,-362.9691,0.3241,-0.0318,0.0000,11.69
335,-374.7053,0.2570,-0.0630,0.0000,11.66
336,-380.0677,0.2391,-0.0326,0.0000,11.93
337,-395.2112,0.2419,-0.0223,0.0000,11.89
338,-378.7023,0.1967,-0.0536,0.0000,11.98
339,-362.7588,0.1792,-0.0470,439.0471,11.83
340,-364.7529,0.3039,-0.0340,0.0000,50.52
341,-350.5298,0.3823,-0.0451,0.0000,10.91
342,-382.1855,0.3439,-0.0393,0.0000,11.79
343,-354.9900,0.2936,-0.0178,0.0000,11.74
344,-364.7757,0.2774,-0.0153,0.0000,11.93
345,-360.0645,0.2433,-0.0197,0.0000,11.97
346,-362.9530,0.1979,-0.0003,0.0000,12.40
347,-375.4023,0.2280,-0.0238,0.0000,11.81
348,-376.0174,0.3405,-0.0224,0.0000,11.81
349,-335.5402,0.3018,-0.0054,0.0000,12.60
350,-356.7569,0.2640,-0.0054,0.0000,13.38
351,-350.0942,0.2642,-0.0349,0.0000,11.67
352,-348.0654,0.2194,-0.0360,0.0000,12.48
353,-356.6192,0.3429,-0.0377,0.0000,12.85
354,-368.8484,0.3854,-0.0362,0.0000,12.29
355,-382.3585,0.3261,-0.0413,0.0000,12.45
356,-356.8548,0.2223,-0.0222,0.0000,12.53
357,-361.5775,0.2583,-0.0427,0.0000,12.35
358,-361.0472,0.2536,-0.0316,0.0000,12.66
359,-371.9562,0.3112,-0.0363,407.0126,12.77
360,-355.0046,0.1846,-0.0446,0.0000,51.59
361,-356.5712,0.2413,-0.0402,0.0000,11.26
362,-365.6980,0.3120,-0.0459,0.0000,11.68
363,-349.8821,0.3007,-0.0315,0.0000,12.08
364,-364.8666,0.2777,-0.0498,0.0000,11.94
365,-354.8519,0.3612,-0.0328,0.0000,11.85
366,-378.9540,0.3275,-0.0558,0.0000,12.07
367,-343.1693,0.2961,-0.0269,0.0000,12.04
368,-359.5380,0.2460,-0.0273,0.0000,11.70
369,-352.2303,0.2158,-0.0428,0.0000,12.25
370,-346.6884,0.2944,-0.0121,0.0000,12.63
371,-364.9939,0.2642,-0.0379,0.0000,11.67
372,-344.6612,0.3159,-0.0307,0.0000,12.19
373,-367.9298,0.1721,-0.0421,0.0000,11.97
374,-347.6250,0.2868,-0.0166,0.0000,11.84
375,-354.3137,0.2055,-0.0134,0.0000,12.14
376,-342.2782,0.3106,-0.0366,0.0000,11.89
377,-393.6521,0.4072,-0.0397,0.0000,12.57
378,-352.0404,0.2685,-0.0419,0.0000,12.81
379,-354.8540,0.3930,-0.0424,389.5973,11.87
380,-346.8533,0.2413,-0.0454,0.0000,52.78
381,-328.1909,0.3058,-0.0112,0.0000,12.13
382,-360.5665,0.3634,-0.0280,0.0000,12.49
383,-339.5390,0.3134,-0.0447,0.0000,12.55
384,-354.3737,0.3946,-0.0278,0.0000,12.78
385,-361.2775,0.3427,-0.0499,0.0000,12.64
386,-366.3935,0.2862,-0.0198,0.0000,12.83
387,-357.8204,0.3922,-0.0174,0.0000,12.45
388,-364.0837,0.2774,-0.0329,0.0000,12.68
389,-354.3537,0.3274,-0.0498,0.0000,12.63
390,-330.7735,0.2330,0.0801,0.0000,12.93
391,-361.5327,0.2866,-0.0402,0.0000,11.74
392,-375.2945,0.2116,-0.0321,0.0000,12.53
393,-350.5422,0.2589,-0.0145,0.0000,12.15
394,-367.9694,0.3069,-0.0291,0.0000,12.35
395,-344.3999,0.2017,-0.0321,0.0000,12.44
396,-360.4682,0.2194,-0.0236,0.0000,12.38
397,-358.1972,0.3624,-0.0019,0.0000,12.55
398,-385.9366,0.3957,-0.0045,0.0000,12.49
399,-360.4007,0.3902,-0.0163,511.7902,12.62
