Batch_Idx,Avg_Reward,Loss_Job,Loss_Mch,Val_Makespan,Time
261,-386.4314,0.1288,-0.0443,0.0000,9.73
262,-415.0718,0.1390,-0.0020,0.0000,10.51
263,-405.5690,0.1395,-0.0610,0.0000,10.36
264,-407.7913,0.1914,-0.0024,0.0000,10.02
265,-411.8429,0.1685,-0.0293,0.0000,10.42
266,-370.6739,0.1032,-0.0206,0.0000,10.30
267,-385.7247,0.1113,-0.0387,0.0000,10.00
268,-390.0093,0.0988,-0.0124,0.0000,10.17
269,-372.0270,0.1457,-0.0385,0.0000,10.36
270,-413.1938,0.0788,-0.0296,0.0000,10.53
271,-423.4501,0.0710,-0.0421,0.0000,9.65
272,-417.8204,0.0917,-0.0497,0.0000,10.54
273,-412.4587,0.0826,-0.0408,0.0000,10.43
274,-398.2407,0.1122,-0.0512,0.0000,10.18
275,-399.7339,0.1087,-0.0284,0.0000,10.30
276,-419.6230,0.1701,-0.0446,0.0000,10.40
277,-374.7181,0.1127,-0.0531,0.0000,10.13
278,-406.3550,0.1791,-0.0351,0.0000,10.42
279,-392.6066,0.2101,-0.0360,368.4277,10.32
280,-398.3950,0.0685,-0.0447,0.0000,58.98
281,-389.6770,0.0668,-0.0552,0.0000,10.03
282,-382.9510,0.1446,-0.0503,0.0000,10.49
283,-411.7341,0.0968,-0.0236,0.0000,10.21
284,-408.6684,0.0835,-0.0520,0.0000,10.41
285,-389.1327,0.1057,-0.0469,0.0000,10.46
286,-395.8081,0.1131,-0.0520,0.0000,10.15
287,-402.2986,0.2525,-0.0543,0.0000,10.27
288,-384.7365,0.1055,-0.0556,0.0000,10.47
289,-359.7055,0.1240,-0.0248,0.0000,10.35
290,-392.1398,0.1375,-0.0509,0.0000,10.60
291,-355.2073,0.1267,-0.0361,0.0000,10.05
292,-401.0408,0.1317,-0.0210,0.0000,10.38
293,-393.5082,0.2129,-0.0368,0.0000,10.09
294,-376.0486,0.2178,-0.0311,0.0000,10.05
295,-353.7905,0.1143,-0.0356,0.0000,10.29
296,-395.1539,0.1419,-0.0494,0.0000,10.21
297,-363.1658,0.1176,-0.0374,0.0000,9.87
298,-356.0330,0.1140,-0.0315,0.0000,10.23
299,-387.3771,0.1998,-0.0281,360.8451,10.43
300,-366.4284,0.1572,-0.0444,0.0000,60.85
301,-370.1724,0.1134,-0.0191,0.0000,10.08
302,-371.2870,0.1475,-0.0306,0.0000,10.18
303,-402.8828,0.1307,-0.0398,0.0000,10.16
304,-375.2034,0.1434,-0.0638,0.0000,10.28
305,-355.6028,0.1891,-0.0239,0.0000,10.27
306,-363.4080,0.1508,-0.0319,0.0000,9.99
307,-402.6455,0.0911,-0.0285,0.0000,10.34
308,-361.1804,0.1354,-0.0437,0.0000,10.24
309,-389.1245,0.1423,-0.0208,0.0000,10.01
310,-355.6556,0.1465,-0.0265,0.0000,10.40
311,-404.9643,0.1742,-0.0286,0.0000,9.75
312,-386.1882,0.0873,-0.0517,0.0000,10.26
313,-396.0866,0.1468,-0.0513,0.0000,10.03
314,-379.9249,0.1071,-0.0235,0.0000,10.39
315,-371.2738,0.1085,-0.0321,0.0000,10.41
316,-387.9668,0.1514,-0.0541,0.0000,10.15
317,-367.2418,0.2006,-0.0337,0.0000,10.33
318,-366.7877,0.1923,-0.0397,0.0000,10.47
319,-348.3532,0.1357,-0.0103,356.1448,10.23
320,-348.3102,0.1813,-0.0366,0.0000,59.38
321,-346.6304,0.1170,-0.0325,0.0000,9.82
322,-398.2068,0.1984,-0.0223,0.0000,10.10
323,-359.0697,0.1319,-0.0354,0.0000,10.34
324,-412.9342,0.2504,-0.0001,0.0000,10.30
325,-358.8910,0.1397,-0.0015,0.0000,10.10
326,-375.2096,0.1825,-0.0111,0.0000,10.29
327,-357.6074,0.1376,-0.0437,0.0000,10.42
328,-378.5770,0.1524,-0.0282,0.0000,10.47
329,-371.3367,0.1191,-0.0350,0.0000,10.14
330,-367.9220,0.1454,-0.0430,0.0000,10.63
331,-387.5837,0.1822,-0.0257,0.0000,9.89
332,-379.1739,0.1286,-0.0121,0.0000,10.01
333,-388.1297,0.1202,-0.0389,0.0000,10.29
334,-376.2258,0.1921,-0.0357,0.0000,10.31
335,-339.6050,0.1081,-0.0444,0.0000,10.14
336,-373.1746,0.1923,-0.0518,0.0000,10.13
337,-381.2803,0.1255,-0.0312,0.0000,10.34
338,-356.5503,0.1322,-0.0354,0.0000,10.53
339,-358.7106,0.1874,-0.0161,349.9413,10.07
340,-367.1735,0.1815,-0.0249,0.0000,60.83
341,-337.5065,0.1753,-0.0279,0.0000,9.56
342,-375.1140,0.2287,-0.0214,0.0000,10.23
343,-366.7956,0.2809,-0.0287,0.0000,10.28
344,-343.5927,0.1996,-0.0443,0.0000,10.16
345,-391.5942,0.1274,-0.0343,0.0000,10.16
346,-359.2442,0.1955,-0.0326,0.0000,10.34
347,-367.7952,0.1744,-0.0443,0.0000,10.33
348,-369.0457,0.1700,-0.0158,0.0000,9.96
349,-342.9000,0.1667,-0.0295,0.0000,10.15
350,-381.7894,0.1523,-0.0349,0.0000,10.69
351,-368.9497,0.1344,-0.0331,0.0000,9.61
352,-365.1035,0.1011,-0.0266,0.0000,10.35
353,-358.1528,0.1442,-0.0301,0.0000,10.66
354,-358.7561,0.1984,-0.0272,0.0000,10.34
355,-384.8024,0.1537,-0.0341,0.0000,10.10
356,-347.2224,0.1329,-0.0292,0.0000,10.53
357,-362.9666,0.0952,-0.0410,0.0000,10.39
358,-365.4110,0.1469,-0.0169,0.0000,10.11
359,-363.1390,0.1252,-0.0296,356.2250,10.26
360,-340.8642,0.1345,-0.0363,0.0000,59.92
361,-374.2486,0.1220,-0.0386,0.0000,9.80
362,-332.9056,0.1184,-0.0372,0.0000,10.35
363,-350.6862,0.1172,-0.0302,0.0000,10.42
364,-352.8182,0.1186,-0.0392,0.0000,10.13
365,-355.5509,0.1058,-0.0275,0.0000,10.41
366,-334.5804,0.1792,-0.0142,0.0000,10.39
367,-364.5089,0.1221,-0.0092,0.0000,10.10
368,-379.2492,0.1524,-0.0079,0.0000,10.28
369,-388.0947,0.2177,-0.0266,0.0000,10.24
370,-395.9726,0.1253,-0.0207,0.0000,10.39
371,-352.9398,0.1037,-0.0384,0.0000,9.61
372,-361.8186,0.1151,-0.0331,0.0000,10.28
373,-353.9481,0.0747,-0.0364,0.0000,10.21
374,-364.9789,0.1035,-0.0307,0.0000,10.00
375,-349.7294,0.0981,-0.0338,0.0000,10.19
376,-359.3605,0.1915,-0.0234,0.0000,10.21
377,-368.2350,0.1378,-0.0306,0.0000,10.11
378,-430.4366,0.1343,-0.0424,0.0000,10.04
379,-342.6867,0.1221,-0.0384,513.4781,10.29
380,-379.4590,0.1769,-0.0256,0.0000,60.02
381,-384.2035,0.1321,-0.0399,0.0000,10.13
382,-391.5256,0.1482,-0.0312,0.0000,10.41
383,-395.3440,0.1059,-0.0370,0.0000,10.16
384,-379.2382,0.1859,-0.0296,0.0000,10.28
385,-359.2730,0.1290,-0.0425,0.0000,10.37
386,-363.3159,0.1203,-0.0273,0.0000,10.21
387,-373.4124,0.1164,-0.0354,0.0000,10.09
388,-356.8212,0.1140,-0.0276,0.0000,10.38
389,-350.2733,0.1252,0.0081,0.0000,10.33
390,-349.3986,0.1375,-0.0254,0.0000,10.20
391,-367.2810,0.1760,-0.0424,0.0000,9.76
392,-373.0978,0.1315,-0.0215,0.0000,10.42
393,-393.0549,0.1334,-0.0404,0.0000,10.15
394,-378.0125,0.1583,-0.0277,0.0000,10.18
395,-385.0422,0.1168,-0.0313,0.0000,10.46
396,-393.2400,0.0936,-0.0386,0.0000,10.42
397,-368.5250,0.0792,-0.0344,0.0000,9.98
398,-384.8851,0.1087,-0.0333,0.0000,10.53
399,-370.7231,0.1038,-0.0301,390.9315,10.47
400,-365.1409,0.1156,-0.0396,0.0000,59.95
401,-375.4046,0.0524,-0.0311,0.0000,10.02
402,-368.0637,0.0747,-0.0319,0.0000,10.18
403,-381.6828,0.1078,-0.0293,0.0000,10.07
404,-350.3571,0.0915,-0.0325,0.0000,10.39
405,-368.3930,0.2050,-0.0140,0.0000,10.40
406,-369.7986,0.1357,-0.0363,0.0000,10.05
407,-366.2821,0.1231,-0.0377,0.0000,10.39
408,-350.5308,0.1780,-0.0272,0.0000,10.57
409,-373.3381,0.2097,-0.0091,0.0000,10.23
410,-367.8478,0.1039,-0.0262,0.0000,10.69
